reviewId,hotelId,hotelName,source,submittedAt,checkInMonth,reviewer_name,reviewer_tier,reviewer_ipLocation,travelType,roomName,language,overallRating,ratingLabel,subRatings,reviewText,reviewTextTranslated,recommends,usefulCount,imagesCount,ownerResponse_text
1924979225,344983,Galaxy Hotel,trip,2026-04-26T19:33:19,2026-04,,Rising review star,,Family,Deluxe City Twin,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,非常滿意此次銀河酒店之旅 我和家人一行四人長者小孩都得到了非常好的待遇 提前寫了郵件給我們兩個房間安排在了同樓層相鄰 提供了嬰兒圍欄 小童洗漱用品 小帳篷等 十分貼心 孩子玩的非常開心 酒店的環境設施都很好 天浪淘園小童樂園都非常親子好玩 服務人員態度都很好 接待時送了畫冊給孩子 下次還會再來銀河,"Extremely satisfied with our stay at the Galaxy Hotel. My family of four, including seniors and a child, received excellent treatment. I had emailed in advance, and they arranged our two rooms on the same floor, next to each other. They also provided a baby playpen, children's toiletries, and a small tent, which was incredibly thoughtful. The kids had a fantastic time. The hotel's environment and facilities are great, and the Grand Resort Deck and Kids' Club are very family-friendly and fun. The staff were all very polite and even gave the children coloring books during check-in. We will definitely be back to Galaxy!",True,1,4,尊敬的客人:感謝您選擇入住澳門銀河酒店 ，很高興聽到您與小朋友入住愉快並享受在天浪淘園和童樂坊的玩耍時光。我們致力保持提供予不同年齡層的客人用品和提供的服務設施達到五星級超凡的水準，希望在不久的將來能夠再次為您服務。 此致 銀河酒店
1914015774,344983,Galaxy Hotel,trip,2026-04-17T18:23:01,2026-04,,Review Specialist,,Solo traveller,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,"入住時想住回像上次一樣看到浪池的房間，前台經理和服務人員們花了一點時間給我安排到了。 想遲點退房，酒店也答應了。 這裏沒有點經理和服務人員的名字以為他們每個服務態度都非常好。 
所以説一家好酒店不必送什麼早餐，禮物，禮卷等第。有時酒店送，客人根本用不上。酒店給客人最好的禮物就是盡心儘可能，去滿足客人的要求。 如果你常去旅遊，酒店人員有沒有盡心，你會看的出來。
銀河就是一家盡心盡力的好酒店。 會再入住。","When checking in, I wanted the same wave pool view room I had last time, and the front desk manager and staff took some time to arrange it for me. The hotel also agreed to my late check-out request. I'm not naming specific managers or staff because every single one of them provided excellent service.

This goes to show that a good hotel doesn't need to offer free breakfast, gifts, or vouchers. Sometimes, guests don't even use what's offered. The best gift a hotel can give its guests is to genuinely try their best to meet their requests. If you travel frequently, you'll be able to tell if hotel staff are truly dedicated.

Galaxy is a great hotel that goes above and beyond. I will definitely stay here again.",True,0,4,尊敬的客人，感謝您對我們的正面評價。我們很高興聽到您在酒店有很棒的體驗並對我們的服務留下深刻的印象。我們希望在不久的將來再次為您們服務。 此致銀河酒店。
1906151533,344983,Galaxy Hotel,trip,2026-04-10T22:14:51,2026-04,,Review Expert,,Booked for others,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,給老闆朋友預訂的，地理位置優越，服務態度非常到位，符合他們要求，吃喝玩樂一應俱全，朋友們都説好，下次還會再預訂,"I booked this for my boss's friends. The location is excellent, and the service was impeccable, perfectly meeting their needs. Everything they could want for dining, entertainment, and activities was right there. My friends all raved about it and said they'd definitely book again next time.",True,0,4,尊貴的客人，  非常感謝您選擇銀河酒店並分享您的入住體驗！很高興得知您對酒店的地理位置、服務態度以及豐富的餐飲娛樂設施都感到滿意，並且您的朋友們也給予了高度評價。我們會繼續努力，提供更貼心、更完善的服務，期待您下次再次預訂，享受更加愉快的住宿體驗。此致 銀河酒店
1976048379,344983,Galaxy Hotel,trip,2026-06-07T17:33:53,2026-04,Daiwangpaolaipaoqu,Review Specialist,,Family,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,在銀河的「童」樂坊，我們可以免費使用這個「童」樂坊。每間房最多容納兩位成人和兩位小童，玩水及各種娛樂設施超級推薦！下次還會再來玩，就是訂房有點難,"At the Galaxy Kid's Club, we get free access to all the fun! Each room accommodates up to two adults and two children, and I highly recommend the water park and other entertainment facilities! We'll definitely be back, though booking a room can be a bit tricky.",True,0,3,尊敬的客人，感謝您對我們的正面評價。很高興得知您和家人享受了我們的各種娛樂設施並且體驗滿意，得到您的認可我們感到非常的欣慰。我們會繼續努力，期待您下次到訪澳門時再次入住銀河酒店！此致銀河酒店
1908369459,344983,Galaxy Hotel,trip,2026-04-12T23:28:04,2026-04,,Rising review star,,Family,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,"這次住房體驗很好，Teresa服務很好，笑容甜美，她給我們介紹了房間的配套，特別是可以挑選自己喜歡的枕頭，終於可以美美地睡上一覺，不會第二天起來肩頸疼。寄存行李時也剛好遇到Teresa，真的是太有緣了。
「童」在銀河的「童」樂坊和沖浪小孩特別喜歡，説下次再繼續住這裏","Our stay was wonderful, and Teresa provided excellent service with a sweet smile. She gave us a detailed introduction to the room's amenities, especially the pillow menu, which allowed us to choose our preferred pillows and finally get a great night's sleep without waking up with neck and shoulder pain. We even ran into Teresa again when checking our luggage, which felt like fate!

The kids absolutely loved the 'Kids' Club' at Galaxy and the surf activities. They said they definitely want to stay here again next time!",True,0,4,尊貴的客人，  非常感謝您選擇銀河酒店並分享您的入住體驗！很高興得知您在銀河酒店度過了愉快的時光，Teresa的甜美笑容和細緻服務讓您倍感温馨，特別是枕頭菜單的介紹幫助您找到合適的枕頭，享受了舒適的睡眠。能在寄存行李時再次遇見她，確實是非常有緣的時刻。我們也很高興聽到小朋友們在童樂坊和沖浪活動中玩得開心。您的肯定是我們團隊最大的動力，我們期待再次歡迎您和家人回到銀河酒店，創造更多美好的回憶。此致 銀河酒店
1897082519,344983,Galaxy Hotel,trip,2026-04-03T17:22:24,2026-03,,Rising review star,,Travelling with friends,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,"衞生：乾淨整潔
環境：酒店位置好，去哪都方便
服務：服務態度好
免費使用「童」在銀河的「童」樂坊，每房限兩位成人及兩位小童","Hygiene: Clean and tidy
Environment: The hotel is well-located, convenient for getting around.
Service: Good service attitude.
Free access to the 'Tong Le Fang' (Children's Playroom) at 'Tong Zai Yin He' (Kids in the Galaxy), limited to two adults and two children per room.",True,0,3,尊敬的客人，感謝您選擇入住澳門銀河酒店，很高興聽到您與小朋友入住愉快並享受在童樂坊的玩耍時光。我們致力保持提供予不同年齡層的客人用品和提供的服務設施達到五星級超凡的水準，希望在不久的將來能夠再次為您服務。 此致 銀河酒店
1890903205,344983,Galaxy Hotel,trip,2026-03-29T14:23:10,2026-03,Yanzhaofeigeruhaichao,Review Specialist,,Family,Deluxe City Twin,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,房間正對園景，景觀很好，安靜舒適。大堂鑽石秀很驚艷，有可愛的小姑娘帶我們去房間，主動幫我們拍照。早餐從七點到下午三點，半自助式，有西式早餐，也有粵式早點，還有川味擔擔麪，可以幫嗜辣人士解解饞。,"Our room faced the garden, offering a lovely view, and it was quiet and comfortable. The Diamond Show in the lobby was stunning, and a sweet young lady escorted us to our room and even offered to take our photos. Breakfast is served from 7 AM to 3 PM and is semi-buffet style. They have Western breakfast, Cantonese dim sum, and even Sichuan Dandan noodles, which is a great option for those who love spicy food.",True,1,3,尊敬的客人，非常感謝您抽出時間分享您的入住體驗。感謝您對我們前台服務的認可，也很高興看到您喜歡我們的早餐。得到您的肯定讓我們倍感欣慰。我們會繼續努力，期待您下次到訪澳門時再次選擇入住銀河酒店！此致 銀河酒店
1879994017,344983,Galaxy Hotel,trip,2026-03-18T17:41:37,2026-03,,Review Specialist,,Business traveller,Deluxe City Twin,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,房間的裝修風格比較久遠，離巴黎人、倫敦人等熱門酒店有點距離，不過，在可接受範圍，樓下的娛樂人還是很多的，,"The room decor is a bit dated, and it's a bit of a walk from popular hotels like The Parisian and The Londoner, but it's still an acceptable distance. There are plenty of people enjoying the entertainment downstairs.",True,0,4,尊敬的客人，非常感謝您抽出時間回饋您的入住體驗。我們很高興聽到您在酒店有很棒的體驗。我們希望在不久的將來再次為您們服務。 此致銀河酒店
1874520826,344983,Galaxy Hotel,trip,2026-03-13T17:48:20,2026-03,MikaEmma,Rising review star,,Family,Deluxe City King,en,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,"Keya and Jim at the front desk were exceptional. We had a new born baby travelling with us and Keya was extremely well mannered by coordinating bell service and walked with us in to our beautifully baby-prepped room and showed us key amenities to enhance our stay -eg baby bottle warmer, kids towel, slippers, kids dental kit, shampoo/shower gel etc. The shopping arcade in the Galaxy Promenade was absolutely stunning, so clean and grand. Food selection was great and there is a huge Apple Store inside. Galaxy hotel also has a top tier hotel-guest only kids play area which is one of the best in the area. As a bonus, Galaxy hotel is located not too far from traditional old city streets with lots of top street food and historical building to take pictures （Rue de Cunha and surrounding areas). This is a great place to stay for all families. Our family felt so well taken care of and we will be back next time.",,True,1,5,"Dear Valued Guest, thank you very much for taking the time to share your experience with us. We are truly delighted to know that your stay at Galaxy was memorable and that our colleagues Keya and Jim were able to provide such thoughtful assistance during your visit with your newborn. Your kind words mean a lot to us, and we truly look forward to welcoming you back to Galaxy Hotel again in the future! Your Sincerely, Galaxy Hotel"
1902758410,344983,Galaxy Hotel,trip,2026-04-07T23:37:36,2026-04,,Rising review star,,Family,Deluxe Resort Twin,en,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,It was a fantastic experience. Kids loved the Wave Pool and others.,,True,0,1,"Dear Valued Guest,Thank you for your positive feedback. We are delighted to hear that you had a wonderful experience with your kid at our hotel and that you were satisfied with our facilities. Your comments are truly our motivation!We look forward to the pleasure of serving you again in the near future.Yours sincerely,Galaxy Hotel"
1884789737,344983,Galaxy Hotel,trip,2026-03-23T14:23:47,2026-02,,Review Specialist,,Family,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,不愧是銀河，免費使用「童」在銀河的「童」樂坊，小朋友們玩的很開心，捨不得走。一次性洗漱用品都很高檔，有小朋友服務員還特意送了小朋友的沐浴露。樓下的露天泳池是恆温的，這是很多酒店做不到的，可惜我們知道的時候已經接近晚上了就沒有下水。小朋友們説，下次來還要住這個酒店。,"True to the Galaxy name, we got free access to the 'Kids' Club' at Galaxy, and the little ones had a blast, they didn't want to leave! The disposable toiletries were all high-end, and since we had kids, the staff even thoughtfully provided special children's shower gel. The outdoor pool downstairs is heated, which is something many hotels don't offer. Unfortunately, by the time we found out, it was almost evening, so we didn't get a chance to swim. The kids are already saying they want to stay at this hotel again next time!",True,1,4,尊敬的客人：感謝您選擇入住澳門銀河酒店。我們很高興得知您和孩子在此度過了愉快的時光，並享受了童樂坊的玩樂體驗。我們一直致力於為不同年齡層的客人提供高品質的用品和五星級的服務設施。期待在不久的將來再次為您服務。此致 銀河酒店
1848595917,344983,Galaxy Hotel,trip,2026-02-18T17:01:53,2026-02,,Rising review star,,Family,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,真的超出意料，服務超級暖心，還升級了房間，太棒了，對小孩子也超級友善，下次來還會住這！！！,"This hotel really exceeded my expectations! The service was incredibly warm and friendly, and they even upgraded my room, which was fantastic. They're also super welcoming to children. I'll definitely stay here again on my next visit!",True,0,1,尊敬的客人， 非常感謝您對我們的正面評價。很高興看到您對酒店的喜愛，尤其是對我們貼心服務和房間的認可，我們深感榮幸。 您的認可是我們不斷進步的動力，期待您下次到訪澳門時再次入住銀河酒店！ 此致 銀河酒店
1847714365,344983,Galaxy Hotel,trip,2026-02-17T15:11:44,2026-02,Fengxingtianxia_1980,Review Specialist,,Family,Deluxe City Twin,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,免費使用「童」在銀河的「童」樂坊，每房限兩位成人及兩位小童:位置方便，房間打掃及時,"Free access to 'Kids' Club' at Galaxy for in-house guests (limited to two adults and two children per room): Convenient location, and the room was cleaned promptly.",True,0,1,尊敬的客人，感謝您對我們的正面評價。我們很高興聽到您在酒店有很棒的體驗。我們希望在不久的將來再次為您們服務。 此致銀河酒店。
1858476915,344983,Galaxy Hotel,trip,2026-02-26T10:05:58,2026-02,fox7li,Review Specialist,,Family,Deluxe City King,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,房間乾淨，酒店設施齊全，特別是泳池和水上樂園非常棒，吃飯和購物也很方便，樓下有很多選擇，和凼仔老街也非常近，過條馬路就到,"The room was clean and the hotel facilities were excellent, especially the pool and water park. Dining and shopping were also very convenient, with many options downstairs. It's also very close to Taipa Old Village, just across the road.",True,0,3,尊敬的客人，感謝您對我們的正面評價。我們很高興聽到您在酒店有很棒的體驗並對我們的設施配套及員工的服務態度感到滿意。您的評論成就我們的動力！我們希望在不久的將來再次為您服務。此致銀河酒店
1852256749,344983,Galaxy Hotel,trip,2026-02-21T23:05:59,2026-02,Dabaohexiaobaoshangyoueryuan,Review Specialist,,Family,Deluxe City Twin,zh,5,Outstanding,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,"設施：有點老舊，但保養的還是非常好

衞生：真的很乾凈，每個細節都很乾凈
環境：酒店環境很好，二樓有室外游泳池，整個酒店都有很好聞的香氛味

免費使用「童」在銀河的「童」樂坊，每房限兩位成人及兩位小童:帶娃放電好去處
 和酒店要求，給娃搭了帳篷，真的很用心，帳篷裏有床墊，小枕頭，小被子，還有玩偶，娃很喜歡","Facilities: A bit old, but very well maintained.

Cleanliness: Really clean, every detail was spotless.
Environment: The hotel environment is great. There's an outdoor swimming pool on the second floor, and the entire hotel has a lovely fragrance.

Complimentary access to the 'Kid's Club' at Galaxy for up to two adults and two children per room: A great place for kids to burn off energy.
Upon request, the hotel set up a tent for our child, which was very thoughtful. It had a mattress, a small pillow, a small blanket, and even a stuffed animal. Our child loved it!",True,0,3,尊敬的客人，感謝您對我們的正面評價。我們很高興聽到您在酒店有很棒的體驗並對我們的設施配套及房間感到滿意。您的評論成就我們的動力！我們希望在不久的將來再次為您服務。此致銀河酒店
1991741241,1286148,北京索菲特大酒店,ctrip,2026-06-20T20:59:35,2026-06,,点评达人,发布于北京,独自旅行,豪华家庭套房,CN,5,超棒,Cleanliness: 5.0; Location: 5.0; Service: 5.0; Facilities: 5.0,本次入住体验超满意，客房干净住着舒心！总机Golden耐心周到，Dream细心贴心，Julia温柔有礼，JoJo热情周到，Zagiri处事稳妥，Luna和善亲切，Rachel专业高效，全员服务暖心到位，入住倍感舒心，一定会再来！,,True,0,2,
